0.0404563, 64, 1,
0.0326942, 64, 2,
0.0246608, 64, 3,
0.0257438, 64, 4,
0.0241462, 64, 5,
0.0248457, 64, 6,
0.0256668, 64, 7,
0.0271353, 64, 8,
0.0351466, 64, 9,
0.0299042, 64, 10,
0.12266, 64, 11,
0.105453, 64, 12,
0.259363, 64, 13,
0.254589, 64, 14,
0.449249, 64, 15,
0.52299, 64, 16,
0.624621, 64, 17,
0.71912, 64, 18,
0.764773, 64, 19,
0.842695, 64, 20,
0.468576, 64, 21,
0.499959, 64, 22,
0.512277, 64, 23,
0.536962, 64, 24,
0.230385, 128, 1,
0.1272, 128, 2,
0.0951106, 128, 3,
0.0751171, 128, 4,
0.0719411, 128, 5,
0.0653124, 128, 6,
0.0627102, 128, 7,
0.0640349, 128, 8,
0.0591577, 128, 9,
0.0770253, 128, 10,
0.0922379, 128, 11,
0.0885879, 128, 12,
0.124696, 128, 13,
0.183931, 128, 14,
0.419457, 128, 15,
0.547863, 128, 16,
0.563292, 128, 17,
0.709403, 128, 18,
0.900834, 128, 19,
0.757107, 128, 20,
0.669536, 128, 21,
0.691574, 128, 22,
0.780508, 128, 23,
0.767153, 128, 24,
1.62406, 256, 1,
0.87787, 256, 2,
0.612394, 256, 3,
0.492516, 256, 4,
0.409759, 256, 5,
0.363468, 256, 6,
0.312809, 256, 7,
0.287735, 256, 8,
0.29378, 256, 9,
0.249499, 256, 10,
0.340398, 256, 11,
0.468538, 256, 12,
0.431664, 256, 13,
0.527605, 256, 14,
0.610203, 256, 15,
0.661439, 256, 16,
0.715915, 256, 17,
0.849199, 256, 18,
1.02433, 256, 19,
1.09402, 256, 20,
1.29158, 256, 21,
1.32408, 256, 22,
1.36254, 256, 23,
1.4285, 256, 24,
12.0837, 512, 1,
6.09634, 512, 2,
4.30365, 512, 3,
3.24796, 512, 4,
2.73669, 512, 5,
2.39395, 512, 6,
2.10793, 512, 7,
1.88026, 512, 8,
1.71669, 512, 9,
1.62511, 512, 10,
1.52326, 512, 11,
1.62628, 512, 12,
1.58894, 512, 13,
1.6821, 512, 14,
1.61068, 512, 15,
1.69902, 512, 16,
1.66268, 512, 17,
1.86818, 512, 18,
1.91559, 512, 19,
1.82021, 512, 20,
3.41054, 512, 21,
3.61024, 512, 22,
3.68826, 512, 23,
3.74964, 512, 24,
129.604, 1024, 1,
69.0922, 1024, 2,
44.0208, 1024, 3,
44.5055, 1024, 4,
32.3123, 1024, 5,
39.0976, 1024, 6,
30.7144, 1024, 7,
36.0268, 1024, 8,
31.0888, 1024, 9,
35.2004, 1024, 10,
28.8651, 1024, 11,
33.7926, 1024, 12,
31.072, 1024, 13,
33.8004, 1024, 14,
30.6605, 1024, 15,
32.3296, 1024, 16,
27.5522, 1024, 17,
25.941, 1024, 18,
32.1812, 1024, 19,
28.1553, 1024, 20,
42.1972, 1024, 21,
43.1365, 1024, 22,
44.3442, 1024, 23,
44.6849, 1024, 24,
